/cache/data/image00002.jpg	1.044306	-22.874239	-4.908886	182.058824	199.000000	279.470588	208.529412	222.294118	286.882353	183.117647	305.941176	254.058824	316.529412
/cache/data/image00004.jpg	68.155241	26.932742	-17.243670	-1.000000	-1.000000	247.521739	224.043478	184.913043	263.173913	-1.000000	-1.000000	227.956522	306.217391
/cache/data/image00006.jpg	50.485412	-10.579652	13.570645	196.708081	242.363804	245.109960	235.498296	196.517241	274.103448	-1.000000	-1.000000	252.379310	302.034483
/cache/data/image00008.jpg	17.143374	-10.048456	21.392783	176.739645	232.656805	251.295858	211.355030	222.005917	291.236686	214.017751	317.863905	267.272189	301.887574
/cache/data/image00010.jpg	68.640546	-50.544581	59.207973	-1.000000	-1.000000	207.808511	230.787234	181.000000	282.489362	-1.000000	-1.000000	225.042553	311.212766
/cache/data/image00013.jpg	0.685565	-1.536199	12.643008	176.628141	228.638191	257.708530	208.402506	217.897997	263.791128	210.547739	318.336683	257.281407	308.537688
/cache/data/image00014.jpg	6.344487	3.272690	2.479921	186.793563	217.925638	267.703663	214.596004	219.423973	256.715871	196.948946	313.985572	255.384018	307.825749
/cache/data/image00019.jpg	1.287640	12.790051	0.390125	189.059701	224.880597	265.179104	224.880597	222.641791	253.985075	195.776119	312.194030	249.507463	309.955224
/cache/data/image00020.jpg	21.995798	-9.785002	25.029804	178.786318	236.549577	242.775557	208.878555	202.306687	270.446580	215.104535	320.254420	259.724058	301.922367
/cache/data/image00021.jpg	-1.395476	-1.542870	3.257829	185.721311	217.295082	-1.000000	-1.000000	224.377049	264.213115	194.278689	313.786885	253.295082	313.786885
/cache/data/image00022.jpg	71.622784	13.547766	-9.571312	-1.000000	-1.000000	239.453608	219.041237	180.072165	259.865979	-1.000000	-1.000000	224.608247	299.762887
/cache/data/image00023.jpg	19.679211	-9.058602	21.860031	180.506511	235.098698	245.893763	209.807402	207.339959	269.026045	214.433859	318.683345	262.857437	299.252228
/cache/data/image00026.jpg	25.335699	1.839518	-0.222923	190.175582	220.477659	259.558842	220.477659	208.583386	257.576463	194.706734	309.684707	246.814978	305.153556
/cache/data/image00028.jpg	4.059742	-6.475127	-0.372228	188.274392	212.993199	270.552707	215.818206	221.468219	269.257913	194.512948	314.928852	253.720377	315.399686
/cache/data/image00032.jpg	-102.959043	-300.000323	-297.595905	245.970414	235.319527	-1.000000	-1.000000	261.946746	283.248521	229.994083	331.177515	-1.000000	-1.000000
/cache/data/image00035.jpg	-28.235657	-25.858304	-28.968444	208.280832	206.943536	270.465082	231.014859	253.748886	285.843982	186.884101	301.222883	233.689450	316.601783
/cache/data/image00036.jpg	67.952650	-32.783364	26.530738	-1.000000	-1.000000	219.590705	215.542729	160.220390	278.961019	-1.000000	-1.000000	227.011994	318.091454
/cache/data/image00039.jpg	-2.549163	-0.543285	-3.311774	184.177570	212.214953	273.429907	217.822430	230.439252	265.018692	193.056075	311.280374	253.803738	311.280374
/cache/data/image00040.jpg	0.233132	-11.147087	-0.231425	178.883539	210.630459	281.179171	212.142217	228.267637	286.218365	194.505039	312.422172	264.549832	309.398656
